번호,RMS ID,현장명,대수,전화번호,비고,,횟수,,시작시간,종료시간
805, 16-004307, 죽동702-2다가구, , 012-2421-3437, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-004307_2005.001, 1, , 0627 081807, 0627 081922
813, 17-001405, 반석전원교회, , 012-2474-1203, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001405_2005.001, 1, , 0627 082456, 0627 082614
815, 17-003394, 덕명동604-1, , 012-2459-3007, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-003394_2005.001, 1, , 0627 082702, 0627 082809
817, 17-004635, 원신흥동504-4, , 012-2097-1567, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-004635_2005.001, 1, , 0627 082857, 0627 083031
818, 17-004885, D33-장대동273-1근생, , 012-2440-0978, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-004885_2005.001, 1, , 0627 083032, 0627 083144
820, 17-005352, 도안동1223다가구주택신축, , 012-2476-2170, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-005352_2005.001, 1, , 0627 083233, 0627 083349
822, 18-000444, 복용동588-12다가구, , 012-2460-4735, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-000444_2005.001, 1, , 0627 083447, 0627 083601
824, 18-002397, 구암동594-16외1.구암동594-18외1, , 012-2425-5598, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-002397_2005.001, 1, , 0627 083649, 0627 083756
826, 19-001956, 도안시티타워, , 012-2005-3018, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-001956_2005.001, 1, , 0627 083843, 0627 084001
828, 19-002072, 에스케이(SK)브로드밴드 둔산동사옥, , 012-2013-8571, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-002072_2005.001, 1, , 0627 084049, 0627 084159
829, 19-002073, 탄방동916, , 012-2043-4831, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-002073_2005.001, 1, , 0627 084200, 0627 084306
832, 19-002376, 둔산동1429근생, , 012-2007-1337, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-002376_2005.001, 1, , 0627 084442, 0627 084558
833, 14-007411, 석촌동161-1근생, , 012-2016-0675, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-007411_2005.001, 1, , 0627 084559, 0627 084707
834, 20-000132, MK빌딩(도곡동엠케이빌딩), , 012-2013-4695, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\20-000132_2005.001, 1, , 0627 084707, 0627 084832
835, 19-003361, 양재동다산인재개발원(다산한국IT직업전문, , 012-2014-7719, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-003361_2005.001, 1, , 0627 084832, 0627 084948
836, 20-000131, 세곡동다가구주택신축공사(효하우스), , 012-2041-0582, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\20-000131_2005.001, 1, , 0627 084949, 0627 085057
837, 15-001602, 송파구삼전동5번지(신이빌딩), , 012-2080-1339, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001602_2005.001, 1, , 0627 085057, 0627 085216
838, 19-003363, 양재동SICA국제학교(엔게디빌딩), , 012-2048-5815, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-003363_2005.001, 1, , 0627 085217, 0627 085333
839, 17-000363, 삼전동7-16신축공사(LS타워), , 012-2014-1090, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-000363_2005.001, 1, , 0627 085333, 0627 085456
840, 19-002765, 대치동GLAD호텔(글래드호텔.글레드호텔)(글, , 012-2068-3554, OK - 다운로드 성공 - 대수 불일치 : 4, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-002765_2005.001, 1, , 0627 085456, 0627 085936
843, 15-000004, 서울아산병원기숙사및연구동, , 012-2052-3664, OK - 다운로드 성공 - 대수 불일치 : 5, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-000004_2005.001, 1, , 0627 090112, 0627 090600
849, 14-045011, 참사랑간호의집(참사랑너싱홈), , 012-2016-4200, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-045011_2005.001, 1, , 0627 091112, 0627 091223
850, 14-085611, 뜨래아미102동(신현로12-98), , 012-2019-7706, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-085611_2005.001, 1, , 0627 091224, 0627 091443
851, 17-002015, 신현리599-5빌라(그레이스빌B동), , 012-2003-3356, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-002015_2005.001, 1, , 0627 091444, 0627 091600
853, 16-001573, 신림동1416-19, , 012-2425-1599, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-001573(19-003637)_2005.001, 1, , 0627 091649, 0627 091803
854, 17-000156, 신림U-HAUS1415-7신축공사, , 012-2087-7395, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-000156_2005.001, 1, , 0627 091804, 0627 091910
855, 14-044611, 남현동리더스빌2차, , 012-2016-4199, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-044611_2005.001, 1, , 0627 091910, 0627 092012
857, 14-111511, 봉천동민정에비뉴(899-12), , 012-2059-0806, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-111511_2005.001, 1, , 0627 092102, 0627 092209
858, 14-099211, 방배동12-13리가든빌라, , 012-2013-8983, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-099211_2005.001, 1, , 0627 092209, 0627 092329
862, 17-001519, 봉천동아이리스, , 012-2012-5384, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001519_2005.001, 1, , 0627 092652, 0627 092820
864, 19-001117, 봉천동베스트빌(봉천동877-14), , 012-2011-0866, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-001117_2005.001, 1, , 0627 092909, 0627 093126
865, 14-006611, 관양동우림A동, , 012-2007-0675, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-006611_2005.001, 1, , 0627 093127, 0627 093232
866, 14-019111, 안양동동영센트럴타워(오피스텔), , 012-2009-1508, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-019111_2005.001, 1, , 0627 093232, 0627 093346
867, 14-054711, 의왕왕곡동필스전자빌딩, , 012-2018-4972, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-054711_2005.001, 1, , 0627 093347, 0627 093453
869, 14-100411, 박달동68-58 삼성아이파크(I파크), , 012-2018-8984, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-100411_2005.001, 1, , 0627 093636, 0627 093748
870, 14-112111, 관양동젠티움(1437-8), , 012-2055-0807, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-112111_2005.001, 1, , 0627 093748, 0627 093904
871, 14-101043, 포일동인덕원아이티밸리(IT밸리), , 012-2018-8986, OK - 다운로드 성공 - 대수 불일치 : 6, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-101043_2005.001, 1, , 0627 093905, 0627 094503
872, 14-121411, 왕곡동태명과학, , 012-2055-1470, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-121411_2005.001, 1, , 0627 094504, 0627 094619
873, 14-137111, 안양동피렌체하우스, , 012-2058-2429, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-137111_2005.001, 1, , 0627 094619, 0627 094736
880, 15-000191, 당동루시아, , 012-2055-5767, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-000191(17-001358)_2005.001, 1, , 0627 095229, 0627 095347
886, 15-001011, 오전동유한기계, , 012-2041-0588, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001011_2005.001, 1, , 0627 095847, 0627 100003
890, 15-500017, 당정동수미르빌딩, , 012-2042-1254, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-500017_2005.001, 1, , 0627 100154, 0627 100316
893, 15-001988, 관양동평촌금강스마트빌딩, , 012-2084-2788, OK - 다운로드 성공 - 대수 불일치 : 4, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001988_2005.001, 1, , 0627 100454, 0627 100838
894, 15-001988, 관양동평촌금강스마트빌딩, , 012-2084-2788, OK - 다운로드 파일 존재, 15-001988_2005.001, , , 0627 100839, 0627 100839
895, 15-001988, 관양동평촌금강스마트빌딩, , 012-2084-2788, OK - 다운로드 파일 존재, 15-001988_2005.001, , , 0627 100839, 0627 100839
896, 15-001988, 관양동평촌금강스마트빌딩, , 012-2084-2788, OK - 다운로드 파일 존재, 15-001988_2005.001, , , 0627 100840, 0627 100840
901, 15-001989, 관양동평촌금강스마트빌딩, , 012-2084-2789, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-001989_2005.001, 1, , 0627 101339, 0627 102139
904, 16-000231, 석수동황토하우스, , 012-2073-1853, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-000231_2005.001, 1, , 0627 102416, 0627 102530
905, 15-500024, 군포금정동태광처음빛아파트(태광오피스텔), , 012-2042-1273, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-500024_2005.001, 1, , 0627 102530, 0627 102637
906, 15-002141, 안양동정우팰리스, , 012-2054-1243, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-002141_2005.001, 1, , 0627 102638, 0627 102744
908, 15-500018, 군포금정동산본타워(산본진성빌딩), , 012-2042-1255, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-500018_2005.001, 1, , 0627 102834, 0627 102942
909, 15-500025, 군포금정동태광처음빛아파트(태광오피스텔), , 012-2042-1274, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-500025_2005.001, 1, , 0627 102942, 0627 103100
910, 16-000995, 호계동씨앤에프(더블유타워), , 012-2066-3174, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-000995_2005.001, 1, , 0627 103101, 0627 103220
913, 16-000138, 내손동동일럭스빌, , 012-2080-3529, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-000138_2005.001, 1, , 0627 103358, 0627 103513
914, 15-002085, 산본동1110-1단독주택, , 012-2045-2720, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-002085_2005.001, 1, , 0627 103514, 0627 103626
915, 16-001872, 관양동풀하우스, , 012-2069-3248, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-001872_2005.001, 1, , 0627 103627, 0627 103742
916, 16-002592, 유도크리에이션타워(Creation Tower), , 012-2079-5096, OK - 다운로드 성공 - 대수 불일치 : 3, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-002592_2005.001, 1, , 0627 103742, 0627 104052
917, 16-002592, 유도크리에이션타워(Creation Tower), , 012-2079-5096, OK - 다운로드 파일 존재, 16-002592_2005.001, , , 0627 104052, 0627 104052
918, 16-002592, 유도크리에이션타워(Creation Tower), , 012-2079-5096, OK - 다운로드 파일 존재, 16-002592_2005.001, , , 0627 104053, 0627 104053
921, 16-003461, 산본동금정하이뷰(하이빌), , 012-2447-1426, OK - 다운로드 성공 - 대수 불일치 : 2, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-003461_2005.001, 1, , 0627 104231, 0627 104440
922, 16-500105, 안양동도현빌딩, , 012-2084-2989, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-500105_2005.001, 1, , 0627 104440, 0627 104555
924, 16-004074, 안양동미영팰리스, , 012-2400-2887, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-004074_2005.001, 1, , 0627 104644, 0627 104757
926, 17-000614, 관양동주연퍼스트지(1452-9), , 012-2405-3574, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-000614_2005.001, 1, , 0627 104846, 0627 104954
927, 17-001357, 석수동호암아트빌, , 012-2098-9325, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001357_2005.001, 1, , 0627 104954, 0627 105109
929, 17-001749, 의왕오전동목련풍림아파트, , 012-2017-3548, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-001749_2005.001, 1, , 0627 105158, 0627 105324
933, 17-002690, 왕곡동가온팰리스, , 012-2011-2796, OK - 다운로드 성공 - RMSID 불일치 (1), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-002690(17-002279)_2005.001, 1, , 0627 105632, 0627 105740
935, 19-000522, 과천동국립과천과학관(지하철쪽), , 012-2005-0485, OK - 다운로드 성공 - RMSID 불일치 (2), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-000522(19-022606)_2005.001, 1, , 0627 105929, 0627 110135
936, 19-000522, 과천동국립과천과학관(지하철쪽), , 012-2005-0485, OK - 다운로드 파일 존재, 19-000522(19-022606)_2005.001, , , 0627 110135, 0627 110135
937, 17-004578, 문원동924-7신축, , 012-2455-3752, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-004578_2005.001, 1, , 0627 110136, 0627 110251
939, 18-001705, 관양동서우빌리지, , 012-2017-0903, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-001705_2005.001, 1, , 0627 110340, 0627 110454
940, 17-005124, 내손동671-12, , 012-2468-3765, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-005124_2005.001, 1, , 0627 110455, 0627 110611
941, 17-004949, 이동218-70, , 012-2476-2203, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-004949_2005.001, 1, , 0627 110612, 0627 110733
947, 16-000138, 박달동아트리버빌(25-14.15.16), , 012-2080-3529, OK - 다운로드 파일 존재, 16-000138_2005.001, , , 0627 111230, 0627 111230
948, 18-002603, 안양동현미소빌(695-101), , 012-2096-9555, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-002603_2005.001, 1, , 0627 111231, 0627 111345
959, 18-003670, 미영씨앤씨 당정동434-1, , 012-2044-0559, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-003670_2005.001, 1, , 0627 112041, 0627 112157
960, 14-049011, 평촌아이에스비즈타워, , 012-2016-8984, OK - 다운로드 성공 - RMSID 불일치 (7), D:\SMART Program\TKSR_RMS DownLoader\Data\2005\14-049011(14-400001)_2005.001, 1, , 0627 112157, 0627 112916
962, 18-001683, 안양동세양청마루주상복합아파트, , 012-2007-6833, OK - 다운로드 성공 - 대수 불일치 : 6, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-001683_2005.001, 1, , 0627 113005, 0627 113615
963, 19-003204, 오전동주상복합서해그랑블, , 012-2017-4045, OK - 다운로드 성공 - 대수 불일치 : 6, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\19-003204_2005.001, 1, , 0627 113615, 0627 114434
965, 14-140122, 금곡동비즈웍스, , 012-2070-1129, OK - 다운로드 파일 존재, 14-140122_2005.001, , , 0627 114524, 0627 114524
966, 17-000282, 매교동리버고시텔(삼성리버빌), , 012-2089-5704, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-000282_2005.001, 1, , 0627 114524, 0627 114633
973, 17-000114, K2여주물류센터신축공사, , 012-2058-0931, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-000114_2005.001, 1, , 0627 115041, 0627 115159
985, 15-002766, 분당판교동588업무시설(코러스빌)(모마빌딩, , 012-2087-4750, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\15-002766_2005.001, 1, , 0627 120053, 0627 120200
986, 16-002398, 판교산학연R&D센터 (스타트업 캠퍼스), , 012-2434-1315, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-002398_2005.001, 1, , 0627 120201, 0627 120926
996, 17-002221, 영덕동1068-13신축, , 012-2046-1433, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\17-002221_2005.001, 1, , 0627 121640, 0627 121808
997, 20-000398, 여의도순복음용인교회, , 01224592948, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\20-000398_2005.001, 1, , 0627 121809, 0627 121925
1000, 16-002813, 포스코동탄더샵센트럴시티(동탄역시범더샵, , 012-2438-0798, OK - 다운로드 성공 - 대수 불일치 : 8, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\16-002813_2005.001, 1, , 0627 122103, 0627 123134
1002, 18-000056, (주)에프엔에스사옥, , 012-2460-4813, OK - 다운로드 성공 - 대수 불일치 : 1, D:\SMART Program\TKSR_RMS DownLoader\Data\2005\18-000056_2005.001, 1, , 0627 123224, 0627 123351
